id,"district_code","zipcode",district_id
107,"102504","10700",170
108,"102601","10400",171
109,"102701","10240",172
110,"102702","10240",173
111,"102703","10240",174
112,"102801","10120",175
113,"102802","10120",176
114,"102803","10120",177
115,"102901","10800",178
116,"103001","10900",179
117,"103002","10900",180
118,"103003","10900",181
119,"103004","10900",182
120,"103005","10900",183
121,"103101","10120",184
122,"103102","10120",185
123,"103103","10120",186
124,"103201","10250",187
125,"103202","10250",188
126,"103203","10250",189
127,"103204","10250",190
128,"103301","10110",191
129,"103302","10110",192
130,"103303","10110",193
131,"103304","10110",194
132,"103305","10110",195
133,"103306","10110",196
134,"103401","10250",197
135,"103501","10150",198
136,"103502","10150",199
137,"103503","10150",200
138,"103504","10150",201
139,"103602","10210",203
140,"103701","10400",205
141,"103702","10400",206
142,"103703","10400",207
143,"103704","10400",208
144,"103801","10230",209
145,"103802","10230",210
146,"103901","10110",211
147,"103902","10110",212
148,"103903","10110",213
149,"104001","10160",214
150,"104002","10160",215
151,"104003","10160",216
152,"104004","10160",217
153,"104101","10210",218
154,"104102","10210",219
155,"104201","10220",220
156,"104202","10220",221
157,"104203","10220",222
158,"104301","10230",223
159,"104401","10240",224
160,"104501","10310",225
161,"104601","10510",226
162,"104602","10510",227
163,"104603","10510",228
164,"104604","10510",229
165,"104605","10510",230
166,"104701","10260",231
167,"104801","10170",232
168,"104802","10170",233
169,"104901","10140",234
170,"104902","10140",235
171,"105001","10150",236
172,"110101","10270",237
173,"110102","10270",238
174,"110103","10270",239
175,"110104","10280",240
176,"110108","10280",244
177,"110110","10280",246
178,"110111","10270",247
179,"110112","10270",248
180,"110113","10270",249
181,"110114","10270",250
182,"110115","10270",251
183,"110116","10280",252
184,"110117","10280",253
185,"110201","10560",260
186,"110202","10560",261
187,"110203","10560",262
188,"110204","10560",263
189,"110205","10550",264
190,"110206","10560",265
191,"110207","10560",266
192,"110208","10560",267
193,"110301","10540",269
194,"110302","10540",270
195,"110303","10540",271
196,"110304","10540",272
197,"110308","10540",276
198,"110309","10540",277
199,"110401","10130",278
200,"110402","10130",279
201,"110403","10130",280
202,"110404","10130",281
203,"110405","10130",282
204,"110406","10130",283
205,"110407","10130",284
206,"110408","10130",285
207,"110409","10130",286
208,"110410","10130",287
209,"110411","10130",288
210,"110412","10130",289
211,"110413","10130",290
212,"110414","10130",291
213,"110415","10130",292
214,"110501","10290",293
215,"110502","10290",294
216,"110503","10290",295
217,"110504","10290",296
218,"110505","10290",297
219,"110601","10540",298
220,"110602","10540",299
221,"110603","10540",300
222,"120101","11000",301
223,"120102","11000",302
224,"120103","11000",303
225,"120104","11000",304
226,"120105","11000",305
227,"120106","11000",306
228,"120107","11000",307
229,"120108","11000",308
230,"120109","11000",309
231,"120110","11000",310
232,"120201","11130",311
233,"120202","11130",312
234,"120203","11130",313
235,"120204","11130",314
236,"120205","11130",315
237,"120206","11130",316
238,"120207","11130",317
239,"120208","11130",318
240,"120209","11130",319
241,"120301","11140",320
242,"120302","11140",321
243,"120303","11140",322
244,"120304","11140",323
245,"120305","11140",324
246,"120306","11140",325
247,"120401","11110",326
248,"120402","11110",327
249,"120403","11110",328
250,"120404","11110",329
251,"120405","11110",330
252,"120406","11110",331
253,"120407","11110",332
254,"120408","11110",333
255,"120501","11150",334
256,"120502","11150",335
257,"120503","11150",336
258,"120504","11150",337
259,"120505","11150",338
260,"120506","11150",339
261,"120507","11150",340
262,"120601","11120",341
263,"120602","11120",342
264,"120603","11120",343
265,"120604","11120",344
266,"120605","11120",345
267,"120606","11120",346
268,"120607","11120",347
269,"120608","11120",348
270,"120609","11120",349
271,"120610","11120",350
272,"120611","11120",351
273,"120612","11120",352
274,"130101","12000",353
275,"130102","12000",354
276,"130103","12000",355
277,"130104","12000",356
278,"130105","12000",357
279,"130106","12000",358
280,"130107","12000",359
281,"130108","12000",360
282,"130109","12000",361
283,"130110","12000",362
284,"130111","12000",363
285,"130112","12000",364
286,"130113","12000",365
287,"130114","12000",366
288,"130201","12120",367
289,"130202","12120",368
290,"130203","12120",369
291,"130204","12120",370
292,"130205","12120",371
293,"130206","12120",372
294,"130207","12120",373
295,"130301","12130",374
296,"130302","12130",375
297,"130303","12110",376
298,"130304","12110",377
299,"130305","12110",378
300,"130306","12110",379
301,"130401","12170",380
302,"130402","12170",381
303,"130403","12170",382
304,"130404","12170",383
305,"130405","12170",384
306,"130406","12170",385
307,"130407","12170",386
308,"130501","12140",387
309,"130502","12140",388
310,"130503","12140",389
311,"130504","12140",390
312,"130505","12140",391
313,"130506","12140",392
314,"130507","12140",393
315,"130601","12130",394
316,"130602","12150",395
317,"130603","12150",396
318,"130604","12150",397
319,"130605","12150",398
320,"130606","12150",399
321,"130607","12150",400
322,"130608","12150",401
323,"130701","12160",402
324,"130702","12160",403
325,"130703","12160",404
326,"130704","12160",405
327,"130705","12160",406
328,"130706","12160",407
329,"130707","12160",408
330,"130708","12160",409
331,"130709","12160",410
332,"130710","12160",411
333,"130711","12160",412
334,"140101","13000",413
335,"140102","13000",414
336,"140103","13000",415
337,"140104","13000",416
338,"140105","13000",417
339,"140106","13000",418
340,"140107","13000",419
341,"140108","13000",420
342,"140109","13000",421
343,"140110","13000",422
344,"140111","13000",423
345,"140112","13000",424
346,"140113","13000",425
347,"140114","13000",426
348,"140115","13000",427
349,"140116","13000",428
350,"140117","13000",429
351,"140118","13000",430
352,"140119","13000",431
353,"140120","13000",432
354,"140121","13000",433
355,"140201","13130",435
356,"140202","13130",436
357,"140203","13130",437
358,"140204","13130",438
359,"140205","13130",439
360,"140206","13130",440
361,"140207","13130",441
362,"140208","13130",442
363,"140209","13130",443
364,"140210","13130",444
365,"140301","13260",445
366,"140302","13260",446
367,"140303","13260",447
368,"140304","13260",448
369,"140305","13260",449
370,"140306","13260",450
371,"140307","13260",451
372,"140308","13260",452
373,"140309","13260",453
374,"140310","13260",454
375,"140311","13260",455
376,"140312","13260",456
377,"140401","13190",457
378,"140402","13190",458
379,"140403","13190",459
380,"140404","13190",460
381,"140405","13190",461
382,"140406","13190",462
383,"140407","13190",463
384,"140408","13190",464
385,"140409","13190",465
386,"140410","13190",466
387,"140411","13190",467
388,"140412","13190",468
389,"140413","13190",469
390,"140414","13190",470
391,"140415","13190",471
392,"140416","13190",472
393,"140417","13190",473
394,"140418","13190",474
395,"140419","13290",475
396,"140420","13290",476
397,"140421","13290",477
398,"140422","13290",478
399,"140423","13190",479
400,"140501","13250",480
401,"140502","13250",481
402,"140503","13250",482
403,"140504","13250",483
404,"140505","13250",484
405,"140506","13250",485
406,"140507","13250",486
407,"140508","13250",487
408,"140509","13250",488
409,"140510","13250",489
410,"140511","13250",490
411,"140512","13250",491
412,"140513","13250",492
413,"140514","13250",493
414,"140515","13250",494
415,"140516","13250",495
416,"140601","13160",496
417,"140602","13180",497
418,"140603","13160",498
419,"140604","13160",499
420,"140605","13160",500
421,"140606","13160",501
422,"140607","13160",502
423,"140608","13160",503
424,"140609","13160",504
425,"140610","13160",505
426,"140611","13160",506
427,"140612","13160",507
428,"140613","13160",508
429,"140614","13160",509
430,"140615","13160",510
431,"140616","13170",511
432,"140617","13160",512
433,"140618","13160",513
434,"140701","13220",514
435,"140702","13220",515
436,"140703","13220",516
437,"140704","13220",517
438,"140705","13220",518
439,"140706","13220",519
440,"140707","13220",520
441,"140708","13220",521
442,"140709","13220",522
443,"140710","13220",523
444,"140711","13220",524
445,"140712","13220",525
446,"140713","13220",526
447,"140714","13220",527
448,"140715","13220",528
449,"140716","13220",529
450,"140717","13220",530
451,"140801","13120",531
452,"140802","13120",532
453,"140803","13120",533
454,"140804","13120",534
455,"140805","13120",535
456,"140806","13120",536
457,"140807","13280",537
458,"140808","13280",538
459,"140809","13120",539
460,"140810","13280",540
461,"140811","13120",541
462,"140812","13280",542
463,"140813","13280",543
464,"140814","13120",544
465,"140815","13120",545
466,"140816","13120",546
467,"140901","13140",547
468,"140902","13140",548
469,"140903","13140",549
470,"140904","13140",550
471,"140905","13140",551
472,"140906","13140",552
473,"140907","13140",553
474,"140908","13140",554
475,"141001","13230",555
476,"141002","13230",556
477,"141003","13230",557
478,"141004","13230",558
479,"141005","13230",559
480,"141006","13230",560
481,"141007","13230",561
482,"141101","13170",562
483,"141102","13170",563
484,"141103","13170",564
485,"141104","13170",565
486,"141105","13170",566
487,"141106","13170",567
488,"141107","13170",568
489,"141108","13170",569
490,"141109","13170",570
491,"141110","13170",571
492,"141201","13110",572
493,"141202","13110",573
494,"141203","13110",574
495,"141204","13110",575
496,"141205","13110",576
497,"141206","13110",577
498,"141207","13110",578
499,"141208","13110",579
500,"141209","13110",580
501,"141210","13110",581
502,"141211","13110",582
503,"141212","13110",583
504,"141213","13110",584
505,"141214","13110",585
506,"141215","13110",586
507,"141216","13110",587
508,"141217","13110",588
509,"141301","13270",589
510,"141302","13270",590
511,"141303","13270",591
512,"141304","13270",592
513,"141305","13270",593
514,"141306","13270",594
515,"141401","13210",595
516,"141402","13210",596
517,"141403","13210",597
518,"141404","13210",598
519,"141405","13210",599
520,"141406","13210",600
521,"141407","13210",601
522,"141408","13210",602
523,"141409","13210",603
524,"141410","13210",604
525,"141411","13210",605
526,"141501","13150",606
527,"141502","13150",607
528,"141503","13150",608
529,"141504","13150",609
530,"141505","13150",610
531,"141506","13150",611
532,"141507","13150",612
533,"141508","13150",613
534,"141509","13150",614
535,"141510","13150",615
536,"141511","13150",616
537,"141512","13150",617
538,"141601","13240",618
539,"141602","13240",619
540,"141603","13240",620
541,"141604","13240",621
542,"141605","13240",622
543,"150101","14000",623
544,"150102","14000",624
545,"150103","14000",625
546,"150104","14000",626
547,"150105","14000",627
548,"150106","14000",628
549,"150107","14000",629
550,"150108","14000",630
551,"150109","14000",631
552,"150110","14000",632
553,"150111","14000",633
554,"150112","14000",634
555,"150113","14000",635
556,"150114","14000",636
557,"150201","14140",637
558,"150202","14140",638
559,"150203","14140",639
560,"150204","14140",640
561,"150205","14140",641
562,"150206","14140",642
563,"150207","14140",643
564,"150208","14140",644
565,"150209","14140",645
566,"150301","14130",646
567,"150302","14130",647
568,"150303","14130",648
569,"150304","14130",649
570,"150305","14130",650
571,"150306","14130",651
572,"150307","14130",652
573,"150308","14130",653
574,"150401","14120",654
575,"150402","14120",655
576,"150403","14120",656
577,"150404","14120",657
578,"150405","14120",658
579,"150406","14120",659
580,"150407","14120",660
581,"150408","14120",661
582,"150409","14120",662
583,"150410","14120",663
584,"150411","14120",664
585,"150412","14120",665
586,"150413","14120",666
587,"150414","14120",667
588,"150415","14120",668
589,"150501","14150",669
590,"150502","14150",670
591,"150503","14150",671
592,"150504","14150",672
593,"150505","14150",673
594,"150506","14150",674
595,"150507","14150",675
596,"150601","14110",676
597,"150602","14110",677
598,"150603","14110",678
599,"150604","14110",679
600,"150605","14110",680
601,"150606","14110",681
602,"150607","14110",682
603,"150608","14110",683
604,"150609","14110",684
605,"150610","14110",685
606,"150611","14110",686
607,"150612","14110",687
608,"150613","14110",688
609,"150614","14110",689
610,"150615","14110",690
611,"150701","14160",691
612,"150702","14160",692
613,"150703","14160",693
614,"150704","14160",694
615,"150705","14160",695
616,"160101","15000",696
617,"160102","15000",697
618,"160103","15000",698
619,"160104","13240",699
620,"160105","15000",700
621,"160106","15000",701
622,"160107","15000",702
623,"160108","15000",703
624,"160109","15210",704
625,"160110","15000",705
626,"160111","15000",706
627,"160112","15000",707
628,"160114","15000",709
629,"160115","15000",710
630,"160116","15000",711
631,"160117","15000",712
632,"160118","15000",713
633,"160119","15000",714
634,"160120","15000",715
635,"160121","15000",716
636,"160122","15000",717
637,"160123","15000",718
638,"160124","15000",719
639,"160125","15000",720
640,"160201","15140",721
641,"160202","15220",722
642,"160203","15140",723
643,"160204","15220",724
644,"160205","15140",725
645,"160206","15140",726
646,"160207","15140",727
647,"160208","18220",728
648,"160209","15140",729
649,"160301","15120",730
650,"160302","15120",731
651,"160303","15120",732
652,"160304","15120",733
653,"160305","15120",734
654,"160306","15120",735
655,"160307","15120",736
656,"160308","15120",737
657,"160309","15120",738
658,"160310","15120",739
659,"160318","15120",747
660,"160320","15120",749
661,"160322","15120",751
662,"160401","15130",764
663,"160402","15130",765
664,"160403","15130",766
665,"160404","15130",767
666,"160405","15230",768
667,"160406","15130",769
668,"160407","15130",770
669,"160408","15230",771
670,"160409","15130",772
671,"160410","15190",773
672,"160411","15130",774
673,"160412","15130",775
674,"160414","15130",777
675,"160417","15130",780
676,"160418","15230",781
677,"160419","15130",782
678,"160422","15130",785
679,"160501","15150",794
680,"160502","15150",795
681,"160503","15150",796
682,"160504","15150",797
683,"160505","15150",798
684,"160506","15150",799
685,"160507","15180",800
686,"160508","15150",801
687,"160509","15150",802
688,"160510","15150",803
689,"160511","15150",804
690,"160601","15110",805
691,"160602","15110",806
692,"160603","15110",807
693,"160604","15110",808
694,"160605","15180",809
695,"160606","15110",810
696,"160607","15110",811
697,"160608","15110",812
698,"160609","15110",813
699,"160610","15110",814
700,"160611","15110",815
701,"160612","15110",816
702,"160613","15180",817
703,"160614","15110",818
704,"160615","15110",819
705,"160616","15110",820
706,"160617","15110",821
707,"160618","15110",822
708,"160619","15110",823
709,"160620","15110",824
710,"160621","15110",825
711,"160622","15110",826
712,"160701","15230",827
713,"160702","15230",828
714,"160703","15230",829
715,"160704","15230",830
716,"160705","15230",831
717,"160706","15230",832
718,"160801","15240",833
719,"160802","15240",834
720,"160803","15240",835
721,"160804","15240",836
722,"160805","15240",837
723,"160901","15250",838
724,"160902","15250",839
725,"160903","15250",840
726,"160904","15250",841
727,"160905","15250",842
728,"161001","15190",843
729,"161002","15190",844
730,"161003","15190",845
731,"161004","15190",846
732,"161005","15190",847
733,"161006","15130",848
734,"161101","15170",849
735,"161102","15170",850
736,"161103","15170",851
737,"161104","15170",852
738,"161105","15170",853
739,"161106","15170",854
740,"170101","16000",855
741,"170102","16000",856
742,"170103","16000",857
743,"170104","16000",858
744,"170105","16000",859
745,"170106","16000",860
746,"170107","16000",861
747,"170108","16000",862
748,"170201","16130",863
749,"170202","16130",864
750,"170203","16130",865
751,"170204","16130",866
752,"170205","16130",867
753,"170206","16130",868
754,"170207","16130",869
755,"170208","16130",870
756,"170301","16150",871
757,"170302","16150",872
758,"170303","16150",873
759,"170304","16150",874
760,"170305","16150",875
761,"170306","16150",876
762,"170401","16120",877
763,"170402","16160",878
764,"170403","16120",879
765,"170404","16120",880
766,"170405","16120",881
767,"170406","16120",882
768,"170407","16120",883
769,"170501","16140",884
770,"170502","16140",885
771,"170503","16140",886
772,"170504","16140",887
773,"170601","16110",888
774,"170602","16110",889
775,"170603","16110",890
776,"170604","16110",891
777,"170605","16110",892
778,"170606","16110",893
779,"170607","16110",894
780,"170608","16110",895
781,"170609","16110",896
782,"170610","16110",897
783,"180101","17000",898
784,"180102","17000",899
785,"180103","17000",900
786,"180104","17000",901
787,"180105","17000",902
788,"180106","17000",903
789,"180107","17000",904
790,"180108","17000",905
791,"180109","17000",906
792,"180201","17110",907
793,"180202","17110",908
794,"180203","17110",909
795,"180204","17110",910
796,"180205","17170",911
797,"180206","17170",912
798,"180207","17170",913
799,"180301","17120",914
800,"180302","17120",915
801,"180303","17120",916
802,"180304","17120",917
803,"180306","17120",919
804,"180307","17120",920
805,"180311","17120",924
806,"180401","17150",925
807,"180402","17150",926
808,"180403","17150",927
809,"180404","17150",928
810,"180405","17150",929
811,"180406","17150",930
812,"180407","17150",931
813,"180501","17140",932
814,"180502","17140",933
815,"180503","17140",934
816,"180504","17140",935
817,"180505","17140",936
818,"180506","17140",937
819,"180507","17140",938
820,"180508","17140",939
821,"180601","17130",940
822,"180602","17130",941
823,"180605","17130",944
824,"180606","17160",945
825,"180607","17160",946
826,"180608","17130",947
827,"180609","17130",948
828,"180611","17160",950
829,"180701","17120",951
830,"180702","17120",952
831,"180703","17120",953
832,"180704","17120",954
833,"180801","17130",955
834,"180802","17130",956
835,"180803","17130",957
836,"190101","18000",958
837,"190105","18000",962
838,"190106","18000",963
839,"190107","18000",964
840,"190108","18000",965
841,"190109","18000",966
842,"190110","18000",967
843,"190111","18000",968
844,"190112","18000",969
845,"190113","18000",970
846,"190114","18000",971
847,"190201","18110",975
848,"190202","18260",976
849,"190203","18110",977
850,"190204","18110",978
851,"190205","18110",979
852,"190206","18110",980
853,"190207","18110",981
854,"190208","18110",982
855,"190209","18110",983
856,"190210","18110",984
857,"190211","18110",985
858,"190212","18110",986
859,"190213","18110",987
860,"190215","18110",988
861,"190301","18140",989
862,"190302","18140",990
863,"190303","18250",991
864,"190304","18250",992
865,"190305","18230",993
866,"190306","18230",994
867,"190307","18140",995
868,"190308","18250",996
869,"190309","18230",997
870,"190310","18230",998
871,"190311","18140",999
872,"190312","18140",1000
873,"190313","18230",1001
874,"190314","18140",1002
875,"190315","18230",1003
876,"190316","18140",1004
877,"190317","18140",1005
878,"190318","18140",1006
879,"190401","18150",1007
880,"190402","18150",1008
881,"190403","18150",1009
882,"190404","18150",1010
883,"190405","18150",1011
884,"190406","18150",1012
885,"190501","18170",1013
886,"190502","18170",1014
887,"190503","18170",1015
888,"190504","18170",1016
889,"190505","18170",1017
890,"190506","18170",1018
891,"190507","18170",1019
892,"190508","18170",1020
893,"190509","18170",1021
894,"190601","18130",1022
895,"190602","18130",1023
896,"190603","18130",1024
897,"190604","18130",1025
898,"190605","18130",1026
899,"190606","18130",1027
900,"190607","18130",1028
901,"190608","18270",1029
902,"190609","18130",1030
903,"190701","18210",1035
904,"190702","18210",1036
905,"190703","18210",1037
906,"190704","18210",1038
907,"190801","18190",1039
908,"190802","18190",1040
909,"190803","18190",1041
910,"190804","18190",1042
911,"190901","18120",1043
912,"190902","18120",1044
913,"190903","18120",1045
914,"190904","18120",1046
915,"190905","18120",1047
916,"190906","18120",1048
917,"190907","18120",1049
918,"190908","18120",1050
919,"190909","18120",1051
920,"191001","18160",1052
921,"191002","18160",1053
922,"191003","18160",1054
923,"191004","18160",1055
924,"191005","18160",1056
925,"191006","18160",1057
926,"191007","18160",1058
927,"191008","18160",1059
928,"191009","18160",1060
929,"191010","18160",1061
930,"191011","18160",1062
931,"191012","18160",1063
932,"191101","18180",1064
933,"191102","18180",1065
934,"191104","18180",1067
935,"191105","18180",1068
936,"191107","18180",1070
937,"191109","18220",1072
938,"191201","18220",1073
939,"191202","18220",1074
940,"191203","18220",1075
941,"191301","18000",1076
942,"191302","18000",1077
943,"191303","18000",1078
944,"191304","18240",1079
945,"191305","18000",1080
946,"191306","18240",1081
947,"200101","20000",1082
948,"200102","20000",1083
949,"200103","20000",1084
950,"200104","20000",1085
951,"200105","20000",1086
952,"200106","20000",1087
953,"200107","20000",1088
954,"200108","20000",1089
955,"200109","20000",1090
956,"200110","20000",1091
957,"200111","20000",1092
958,"200112","20000",1093
959,"200113","20130",1094
960,"200114","20130",1095
961,"200115","20000",1096
962,"200116","20130",1097
963,"200117","20000",1098
964,"200118","20000",1099
965,"200201","20170",1101
966,"200202","20220",1102
967,"200203","20170",1103
968,"200204","20170",1104
969,"200205","20170",1105
970,"200206","20170",1106
971,"200207","20220",1107
972,"200208","20220",1108
973,"200301","20190",1112
974,"200302","20190",1113
975,"200303","20190",1114
976,"200304","20190",1115
977,"200305","20190",1116
978,"200401","20150",1117
979,"200402","20150",1118
980,"200403","20150",1119
981,"200404","20150",1120
982,"200405","20150",1121
983,"200406","20150",1122
984,"200407","20150",1123
985,"200408","20150",1124
986,"200501","20160",1125
987,"200502","20160",1126
988,"200503","20160",1127
989,"200504","20160",1128
990,"200505","20160",1129
991,"200506","20160",1130
992,"200507","20160",1131
993,"200508","20160",1132
994,"200509","20160",1133
995,"200510","20160",1134
996,"200511","20160",1135
997,"200601","20140",1136
998,"200602","20140",1137
999,"200603","20140",1138
1000,"200604","20140",1139
1001,"200605","20140",1140
1002,"200606","20140",1141
1003,"200607","20140",1142
1004,"200608","20140",1143
1005,"200609","20140",1144
1006,"200610","20140",1145
1007,"200611","20140",1146
1008,"200613","20140",1148
1009,"200614","20140",1149
1010,"200615","20140",1150
1011,"200616","20140",1151
1012,"200617","20140",1152
1013,"200618","20140",1153
1014,"200620","20140",1155
1015,"200621","20140",1156
1016,"200622","20140",1157
1017,"200701","20110",1163
1018,"200702","20110",1164
1019,"200703","20230",1165
1020,"200704","20230",1166
1021,"200705","20110",1167
1022,"200706","20110",1168
1023,"200707","20110",1169
1024,"200708","20230",1170
1025,"200801","20120",1172
1026,"200901","20180",1173
1027,"200902","20250",1174
1028,"200903","20180",1175
1029,"200904","20250",1176
1030,"200905","20180",1177
1031,"201001","20270",1178
1032,"201002","20270",1179
1033,"201003","20270",1180
1034,"201004","20270",1181
1035,"201005","20270",1182
1036,"201006","20270",1183
1037,"201101","20240",1184
1038,"201102","20240",1185
1039,"210101","21000",1187
1040,"210102","21000",1188
1041,"210103","21000",1189
1042,"210104","21000",1190
1043,"210105","21160",1191
1044,"210106","21160",1192
1045,"210107","21000",1193
1046,"210108","21000",1194
1047,"210109","21000",1195
1048,"210110","21100",1196
1049,"210111","21000",1197
1050,"210112","21000",1198
1051,"210113","21150",1199
1052,"210114","21150",1200
1053,"210115","21100",1201
1054,"210201","21130",1204
1055,"210202","21130",1205
1056,"210203","21130",1206
1057,"210301","21110",1207
1058,"210302","21110",1208
1059,"210303","21110",1209
1060,"210304","21110",1210
1061,"210305","21190",1211
1062,"210306","21190",1212
1063,"210307","21110",1213
1064,"210308","21110",1214
1065,"210309","21110",1215
1066,"210310","22160",1216
1067,"210311","21170",1217
1068,"210312","21110",1218
1069,"210313","21170",1219
1070,"210317","21110",1223
1071,"210318","21110",1224
1072,"210401","21210",1228
1073,"210402","21210",1229
1074,"210403","21210",1230
1075,"210404","21210",1231
1076,"210501","21120",1232
1077,"210502","21120",1233
1078,"210503","21120",1234
1079,"210504","21120",1235
1080,"210505","21120",1236
1081,"210506","21120",1237
1082,"210507","21120",1238
1083,"210601","21140",1249
1084,"210602","21140",1250
1085,"210603","21140",1251
1086,"210604","21140",1252
1087,"210605","21140",1253
1088,"210606","21140",1254
1089,"210701","21110",1255
1090,"210702","21110",1256
1091,"210703","21110",1257
1092,"210704","21110",1258
1093,"210801","21180",1259
1094,"210802","21180",1260
1095,"210803","21180",1261
1096,"210804","21180",1262
1097,"220101","22000",1263
1098,"220102","22000",1264
1099,"220103","22000",1265
1100,"220104","22000",1266
1101,"220105","22000",1267
1102,"220106","22000",1268
1103,"220107","22000",1269
1104,"220108","22000",1270
1105,"220109","22000",1271
1106,"220110","22000",1272
1107,"220111","22000",1273
1108,"220201","22110",1274
1109,"220202","22110",1275
1110,"220203","22110",1276
1111,"220204","22110",1277
1112,"220205","22110",1278
1113,"220206","22110",1279
1114,"220207","22110",1280
1115,"220208","22110",1281
1116,"220209","22110",1282
1117,"220210","22110",1283
1118,"220211","22110",1284
1119,"220212","22150",1285
1120,"220301","22120",1286
1121,"220302","22120",1287
1122,"220303","22120",1288
1123,"220304","22120",1289
1124,"220305","22120",1290
1125,"220306","22120",1291
1126,"220307","22120",1292
1127,"220308","22120",1293
1128,"220309","22170",1294
1129,"220311","22170",1296
1130,"220312","22170",1297
1131,"220313","22120",1298
1132,"220314","22120",1299
1133,"220324","22170",1309
1134,"220401","22140",1316
1135,"220402","22140",1317
1136,"220404","22140",1319
1137,"220409","22140",1324
1138,"220410","22140",1325
1139,"220501","22150",1326
1140,"220502","22150",1327
1141,"220503","22150",1328
1142,"220504","22150",1329
1143,"220506","22150",1331
1144,"220508","22150",1333
1145,"220601","22130",1336
1146,"220602","22130",1337
1147,"220603","22130",1338
1148,"220604","22190",1339
1149,"220605","22190",1340
1150,"220606","22190",1341
1151,"220607","22120",1342
1152,"220701","22180",1343
1153,"220702","22180",1344
1154,"220703","22180",1345
1155,"220704","22180",1346
1156,"220705","22180",1347
1157,"220801","22160",1348
1158,"220802","22160",1349
1159,"220803","22160",1350
1160,"220804","22160",1351
1161,"220805","22160",1352
1162,"220901","22160",1353
1163,"220902","22170",1354
1164,"220903","22170",1355
1165,"220904","22170",1356
1166,"220905","22160",1357
1167,"220906","22170",1358
1168,"221001","22210",1359
1169,"221002","22210",1360
1170,"221003","22210",1361
1171,"221004","22210",1362
1172,"221005","22210",1363
1173,"230101","23000",1364
1174,"230102","23000",1365
1175,"230103","23000",1366
1176,"230104","23000",1367
1177,"230105","23000",1368
1178,"230106","23000",1369
1179,"230107","23000",1370
1180,"230108","23000",1371
1181,"230109","23000",1372
1182,"230110","23000",1373
1183,"230111","23000",1374
1184,"230112","23000",1375
1185,"230113","23000",1376
1186,"230114","23000",1377
1187,"230201","23110",1378
1188,"230202","23110",1379
1189,"230203","23110",1380
1190,"230301","23130",1381
1191,"230302","23150",1382
1192,"230303","23130",1383
1193,"230304","23150",1384
1194,"230305","23150",1385
1195,"230306","23150",1386
1196,"230307","23150",1387
1197,"230308","23130",1388
1198,"230401","23140",1394
1199,"230402","23140",1395
1200,"230403","23140",1396
1201,"230404","23140",1397
1202,"230405","23140",1398
1203,"230501","23120",1399
1204,"230502","23120",1400
1205,"230503","23120",1401
1206,"230507","23120",1405
1207,"230601","23000",1407
1208,"230602","23000",1408
1209,"230701","23170",1409
1210,"230702","23170",1410
1211,"240101","24000",1411
1212,"240102","24000",1412
1213,"240103","24000",1413
1214,"240104","24000",1414
1215,"240105","24000",1415
1216,"240106","24000",1416
1217,"240107","24000",1417
1218,"240108","24000",1418
